,Protein Annotation,Day21-ETP,sgRNA_vs_Target,TID,MatchResult
23723,2.75,-0.638175242,17,1,1
23724,2.75,-0.638175242,17,1,1
23725,2.75,-0.6757198459999999,18,1,1
23726,2.75,-0.7075948440000001,9,1,1
23729,2.75,-0.782766965,14,1,0
23731,2.75,-0.804570005,7,1,1
23733,2.75,-0.807072364,13,1,1
23734,2.75,-0.873068444,15,1,0
23735,2.75,-0.901569347,5,1,1
23736,2.75,-0.932039286,11,1,1
23737,2.75,-0.932039286,11,1,1
23738,2.75,-0.986112915,5,1,1
23740,2.75,-1.044644879,17,1,1
23741,2.75,-1.111220459,10,1,1
23745,2.75,-1.114136708,19,1,0
23746,2.75,-1.114136708,19,1,0
23747,2.75,-1.156555192,9,1,1
23748,2.75,-1.183936767,12,1,1
23749,2.75,-1.188898383,6,1,1
23751,2.75,-1.261714078,13,1,0
23752,2.75,-1.261714078,13,1,0
23753,2.75,-1.270103561,9,1,0
23755,2.75,-1.406495038,18,1,0
23756,2.75,-1.5252566090000002,10,1,0
23757,2.75,-1.5252566090000002,10,1,0
23758,2.75,-1.5252566090000002,10,1,0
23760,2.75,-1.6393198080000002,8,1,1
23762,2.75,-1.765066402,6,1,1
23763,2.75,-1.765066402,6,1,1
23764,2.75,-1.80183388,16,1,0
23765,2.75,-1.919810292,11,1,1
23766,2.75,-1.984662092,18,1,1
23767,2.75,-1.984662092,18,1,1
23768,2.75,-2.134535602,9,1,1
23769,2.75,-2.394026976,6,1,1
23771,2.75,-2.466538172,9,1,1
23772,2.75,-2.705349532,9,1,1
23773,2.75,-2.761048657,10,1,1
23774,2.75,-2.761048657,10,1,1
23775,2.75,-2.761048657,10,1,1
23776,2.75,-2.761048657,10,1,1
23777,2.75,-2.849523302,6,1,0
23778,2.75,-3.028613408,8,1,1
23779,2.75,-3.028613408,8,1,1
23780,2.75,-3.1625292760000003,11,1,0
23782,2.75,-3.2686572,5,1,0
23783,2.75,-3.331224994,10,1,1
23786,2.75,-3.811585468,17,1,1
23788,2.75,-4.1737536460000015,18,1,1
23789,2.75,-4.342412681,17,1,0
23790,2.75,-4.361724652,9,1,1
23791,2.75,-5.1057665530000005,8,1,1
23798,55.49,3.322805154,14,1,1
23800,55.49,3.263472904,17,1,1
23801,55.49,3.263472904,17,1,1
23805,55.49,3.1798233760000003,16,1,1
23806,55.49,3.175688832,16,1,1
23807,55.49,3.175688832,16,1,1
23808,55.49,3.175688832,16,1,1
23810,55.49,3.174239875,19,1,1
23812,55.49,3.154295974,14,1,1
23813,55.49,3.154295974,14,1,1
23814,55.49,3.154295974,14,1,1
23816,55.49,3.138859692,15,1,1
23818,55.49,3.117220799,19,1,1
23820,55.49,3.056792241,15,1,1
23821,55.49,3.046163254,15,1,1
23822,55.49,2.999397658,18,1,1
23825,55.49,2.963990841,19,1,0
23826,55.49,2.963990841,19,1,0
23827,55.49,2.866269207,15,1,1
23830,55.49,2.828131559,13,1,1
23831,55.49,2.809347545,18,1,1
23833,55.49,2.800526529,13,1,1
23835,55.49,2.688754774,15,1,1
23838,55.49,2.611727912,8,1,0
23841,55.49,2.596106335,18,1,1
23842,55.49,2.584815295,16,1,1
23843,55.49,2.540589739,18,1,1
23844,55.49,2.540589739,18,1,1
23847,55.49,2.524960793,19,1,1
23848,55.49,2.524960793,19,1,1
23849,55.49,2.524960793,19,1,1
23850,55.49,2.478491672,15,1,1
23851,55.49,2.478491672,15,1,1
23855,55.49,2.367605725,14,1,1
23860,55.49,2.059523929,20,1,1
23865,55.49,0.977432301,17,1,1
23867,55.49,0.6933423390000001,13,1,1
23868,55.49,0.6933423390000001,13,1,1
23870,55.49,0.097773496,11,1,1
23871,55.49,-0.010032276,16,1,0
23872,55.49,-0.010032276,16,1,0
23876,55.49,-0.42394543,17,1,1
23880,55.49,-0.543647035,11,1,1
23881,55.49,-0.554998467,15,1,0
23882,55.49,-0.573373633,9,1,0
23883,55.49,-0.6552418170000001,8,1,1
23884,55.49,-0.6935266,11,1,1
23885,55.49,-0.713800254,13,1,1
23886,55.49,-0.731404952,12,1,1
23887,55.49,-0.731404952,12,1,1
23888,55.49,-0.731404952,12,1,1
23889,55.49,-0.731404952,12,1,1
23890,55.49,-0.731404952,12,1,1
23892,55.49,-0.8818657129999999,10,1,1
23893,55.49,-0.895276622,11,1,1
23894,55.49,-0.996498785,11,1,1
23898,55.49,-1.205840444,12,1,1
23902,55.49,-1.313837059,10,1,1
23903,55.49,-1.343775613,12,1,1
23905,55.49,-1.471589073,11,1,0
23906,55.49,-1.471589073,11,1,0
23908,55.49,-1.739659706,11,1,1
23909,55.49,-1.739659706,11,1,1
23910,55.49,-1.739659706,11,1,1
23912,55.49,-1.86458516,18,1,0
23914,55.49,-2.01614985,10,1,0
23915,55.49,-2.048176893,8,1,1
23916,55.49,-2.06463985,11,1,1
23917,55.49,-2.377131452,11,1,1
23918,55.49,-2.381860854,13,1,1
23919,55.49,-2.4058059,12,1,0
23920,55.49,-2.4058059,12,1,0
23921,55.49,-2.4058059,12,1,0
23922,55.49,-2.4058059,12,1,0
23923,55.49,-2.447321138,10,1,1
23925,55.49,-2.606075396,11,1,1
23926,55.49,-2.728026368,9,1,1
23928,55.49,-2.8452964960000005,10,1,1
23929,55.49,-2.8452964960000005,10,1,1
23932,55.49,-2.93174258,17,1,0
23934,55.49,-3.0641788360000004,11,1,1
23935,55.49,-3.466109272,10,1,1
23936,55.49,-3.669459098,14,1,0
23937,55.49,-3.669459098,14,1,0
23940,55.49,-3.705103728,11,1,1
23941,55.49,-3.767379395,8,1,1
23942,55.49,-3.940371722,9,1,1
23943,55.49,-3.940371722,9,1,1
23944,55.49,-4.27977679,11,1,1
23945,55.49,-4.369012874,9,1,1
23947,55.49,-4.454183515,13,1,0
23948,55.49,-4.454688316,10,1,1
23949,26.65,3.092478705,16,1,1
23950,26.65,3.092478705,16,1,1
23951,26.65,3.092478705,16,1,1
23956,26.65,2.809564237,18,1,1
23960,26.65,2.64017456,16,1,1
23961,26.65,2.628661161,18,1,1
23962,26.65,2.628661161,18,1,1
23964,26.65,2.578539138,19,1,1
23965,26.65,2.57605456,14,1,1
23966,26.65,2.558375031,14,1,1
23969,26.65,2.50313443,18,1,1
23971,26.65,2.494765865,15,1,1
23972,26.65,2.494765865,15,1,1
23973,26.65,2.494765865,15,1,1
23974,26.65,2.494765865,15,1,1
23975,26.65,2.494765865,15,1,1
23978,26.65,2.365707167,16,1,1
23981,26.65,2.360104759,19,1,0
23982,26.65,2.360104759,19,1,0
23983,26.65,2.330392609,16,1,1
23984,26.65,2.31357241,14,1,1
23987,26.65,2.277800402,19,1,1
23990,26.65,2.193554955,18,1,1
23993,26.65,2.1457766940000003,17,1,1
23994,26.65,2.1457766940000003,17,1,1
23995,26.65,2.1457766940000003,17,1,1
23998,26.65,2.016152166,18,1,1
24000,26.65,2.000611085,19,1,1
24001,26.65,2.000611085,19,1,1
24003,26.65,2.000611085,19,1,1
24005,26.65,1.961773912,20,1,1
24006,26.65,1.953659116,15,1,1
24008,26.65,1.929298649,16,1,1
24009,26.65,1.869913335,18,1,1
24014,26.65,1.818362342,16,1,1
24036,26.65,1.073991265,15,1,1
24037,26.65,0.158096453,15,1,1
24038,26.65,0.067329681,15,1,1
24041,26.65,-0.29581359100000004,10,1,1
24042,26.65,-0.305661215,13,1,1
24044,26.65,-0.313375738,11,1,1
24046,26.65,-0.373227865,11,1,0
24047,26.65,-0.461908791,14,1,1
24048,26.65,-0.527709719,15,1,0
24049,26.65,-0.527709719,15,1,0
24050,26.65,-0.527709719,15,1,0
24051,26.65,-0.527709719,15,1,0
24052,26.65,-0.583305422,11,1,1
24053,26.65,-0.6269192579999999,11,1,1
24054,26.65,-0.70739887,11,1,1
24055,26.65,-0.70739887,11,1,1
24056,26.65,-0.75154335,10,1,0
24057,26.65,-0.754003988,14,1,0
24059,26.65,-0.826013514,12,1,0
24060,26.65,-0.826013514,12,1,0
24061,26.65,-0.826013514,12,1,0
24062,26.65,-0.849658143,13,1,1
24063,26.65,-0.849658143,13,1,1
24064,26.65,-0.8901452009999999,14,1,1
24065,26.65,-0.944099885,17,1,0
24066,26.65,-0.944099885,17,1,0
24067,26.65,-0.967831616,17,1,1
24069,26.65,-1.066488046,9,1,1
24070,26.65,-1.123159251,9,1,1
24071,26.65,-1.176612001,10,1,1
24073,26.65,-1.182371614,11,1,1
24075,26.65,-1.208434721,13,1,1
24076,26.65,-1.220812262,15,1,1
24077,26.65,-1.306210472,14,1,1
24079,26.65,-1.518128208,14,1,1
24080,26.65,-1.562853613,14,1,1
24081,26.65,-1.602486473,9,1,1
24082,26.65,-1.676184931,14,1,1
24083,26.65,-1.7105915880000002,12,1,1
24084,26.65,-1.816086121,14,1,1
24085,26.65,-1.816086121,14,1,1
24088,26.65,-2.070112753,11,1,1
24089,26.65,-2.119347935,9,1,0
24090,26.65,-2.176206205,14,1,1
24091,26.65,-2.187895842,16,1,0
24092,26.65,-2.187895842,16,1,0
24093,26.65,-2.207075679,12,1,1
24094,26.65,-2.207075679,12,1,1
24095,26.65,-2.207075679,12,1,1
24096,26.65,-2.207075679,12,1,1
24097,26.65,-2.2193230930000003,11,1,1
24099,26.65,-2.247849604,11,1,1
24100,26.65,-2.309852219,11,1,1
24103,26.65,-2.503637501,14,1,1
24104,26.65,-2.667265183,12,1,1
24105,26.65,-2.840520645,10,1,1
24106,26.65,-2.840520645,10,1,1
24107,26.65,-3.340734097,18,1,0
24108,26.65,-3.903008168,17,1,1
24109,26.65,-3.936579719,13,1,0
24114,45.06,0.345169578,10,0,1
24115,45.06,0.345169578,10,0,1
24119,45.06,0.183456101,17,0,1
24120,45.06,0.153234931,13,0,1
24121,45.06,0.085399281,17,0,1
24123,45.06,0.08055661,18,0,0
24124,45.06,0.08055661,18,0,0
24125,45.06,0.08055661,18,0,0
24126,45.06,-0.003288956,13,0,0
24128,45.06,-0.048595757,6,0,1
24129,45.06,-0.204384768,14,0,0
24130,45.06,-0.204384768,14,0,0
24133,45.06,-0.32988019,18,0,1
24136,45.06,-0.429426955,19,0,1
24137,45.06,-0.429513211,17,0,1
24141,45.06,-0.516890151,16,0,0
24144,45.06,-0.55347636,17,0,1
24145,45.06,-0.55347636,17,0,1
24146,45.06,-0.581780385,15,0,1
24147,45.06,-0.599715545,8,0,1
24148,45.06,-0.611846248,17,0,1
24149,45.06,-0.619256398,6,0,1
24151,45.06,-0.619256398,6,0,1
24153,45.06,-0.66047243,20,0,1
24154,45.06,-0.66086684,9,0,1
24156,45.06,-0.7534452979999999,13,0,1
24158,45.06,-0.773452285,14,0,1
24160,45.06,-0.8789567509999999,10,0,1
24162,45.06,-0.920367212,13,0,1
24163,45.06,-0.947569417,9,0,1
24164,45.06,-0.947569417,9,0,1
24165,45.06,-0.948164765,5,0,1
24168,45.06,-1.086366544,4,0,1
24169,45.06,-1.087089079,11,0,1
24172,45.06,-1.209280984,15,0,1
24173,45.06,-1.209280984,15,0,1
24174,45.06,-1.253188631,8,0,0
24177,45.06,-1.37347202,7,0,0
24180,45.06,-1.4034730169999998,5,0,1
24181,45.06,-1.421405997,18,0,1
24182,45.06,-1.428344887,11,0,0
24183,45.06,-1.462458511,6,0,1
24188,45.06,-1.559666006,19,0,1
24189,45.06,-1.559666006,19,0,1
24191,45.06,-1.60386568,4,0,1
24193,45.06,-1.633995504,11,0,1
24194,45.06,-1.633995504,11,0,1
24199,45.06,-1.682141886,14,0,1
24200,45.06,-1.682141886,14,0,1
24202,45.06,-1.682141886,14,0,1
24203,45.06,-1.711654957,10,0,1
24204,45.06,-1.754990597,8,0,1
24205,45.06,-1.759594004,5,0,1
24206,45.06,-1.759594004,5,0,1
24208,45.06,-1.838401476,17,0,1
24209,45.06,-1.852789981,17,0,1
24210,45.06,-1.854552417,16,0,1
24211,45.06,-1.860130216,17,0,0
24213,45.06,-1.893408702,5,0,0
24214,45.06,-1.924609344,8,0,1
24215,45.06,-1.924609344,8,0,1
24218,45.06,-2.07197739,19,0,1
24219,45.06,-2.108425535,10,0,0
24221,45.06,-2.16379774,7,0,1
24222,45.06,-2.1777142940000003,7,0,1
24223,45.06,-2.1777142940000003,7,0,1
24224,45.06,-2.299060412,13,0,1
24225,45.06,-2.371137496,9,0,0
24226,45.06,-2.391594356,17,0,1
24228,45.06,-2.538633195,11,0,1
24229,45.06,-2.658376313,13,0,1
24230,45.06,-2.674692513,14,0,1
24231,45.06,-2.723283088,6,0,0
24234,45.06,-2.792156565,12,0,0
24236,45.06,-2.9018109830000003,16,0,1
24237,45.06,-2.9018109830000003,16,0,1
24238,45.06,-2.9078810710000003,7,0,1
24239,45.06,-2.9084683260000004,12,0,1
24240,45.06,-2.921158657,12,0,1
24246,45.06,-3.278790963,17,0,1
24250,45.06,-3.337175824,19,0,0
24251,45.06,-3.473179403,4,0,1
24253,45.06,-3.536926498,18,0,1
24254,45.06,-3.536926498,18,0,1
24255,45.06,-3.536926498,18,0,1
24256,45.06,-3.536926498,18,0,1
24257,45.06,-3.635727637,12,0,1
24258,45.06,-3.635727637,12,0,1
24260,45.06,-3.657209275,9,0,1
24264,45.06,-3.975626793,4,0,0
24265,45.06,-4.160267507,13,0,1
24266,45.06,-4.160267507,13,0,1
24269,45.06,-4.447997306,15,0,0
24270,45.06,-4.452528383,16,0,1
24273,2.75,3.087102096,14,1,1
24274,2.75,3.087102096,14,1,1
24281,2.75,2.776966425,19,1,0
24282,2.75,2.741676004,16,1,1
24283,2.75,2.741676004,16,1,1
24285,2.75,2.6993723810000003,13,1,1
24286,2.75,2.6993723810000003,13,1,1
24288,2.75,2.566286987,15,1,1
24289,2.75,2.566286987,15,1,1
24292,2.75,2.466312817,11,1,1
24295,2.75,2.303401763,13,1,1
24296,2.75,2.29627841,13,1,1
24297,2.75,2.287063409,11,1,1
24298,2.75,2.287063409,11,1,1
24300,2.75,2.249183723,15,1,1
24302,2.75,2.207225402,15,1,1
24305,2.75,2.153569134,12,1,1
24307,2.75,2.151866797,19,1,1
24311,2.75,2.114415055,14,1,1
24313,2.75,2.08532152,17,1,1
24317,2.75,2.023870881,10,1,1
24318,2.75,2.000353254,12,1,1
24319,2.75,1.908179488,18,1,0
24322,2.75,1.77927199,17,1,1
24326,2.75,1.553112637,18,1,1
24328,2.75,1.5492161759999998,14,1,1
24329,2.75,1.4604174230000002,18,1,1
24330,2.75,1.4604174230000002,18,1,1
24333,2.75,1.426153819,10,1,1
24339,2.75,1.208200234,4,1,0
24342,2.75,1.045214209,17,1,1
24343,2.75,1.045214209,17,1,1
24345,2.75,0.718704668,10,1,1
24346,2.75,0.718704668,10,1,1
24347,2.75,0.718704668,10,1,1
24348,2.75,0.718704668,10,1,1
24349,2.75,0.718704668,10,1,1
24351,2.75,0.709326833,16,1,1
24356,2.75,0.391716432,11,1,0
24357,2.75,0.385586467,9,1,1
24359,2.75,0.354834879,19,1,1
24360,2.75,0.354834879,19,1,1
24361,2.75,0.353632859,8,1,0
24364,2.75,-0.284014096,5,1,0
24366,2.75,-0.337994533,19,1,1
24369,2.75,-0.415905965,5,1,1
24371,2.75,-0.574667014,6,1,1
24372,2.75,-0.574667014,6,1,1
24373,2.75,-0.644279015,9,1,1
24374,2.75,-0.676990731,17,1,0
24375,2.75,-0.6989499570000001,6,1,0
24376,2.75,-0.764858402,9,1,1
24377,2.75,-0.84382416,7,1,0
24378,2.75,-0.941569881,16,1,0
24380,2.75,-1.114205734,15,1,0
24381,2.75,-1.19173984,9,1,1
24382,2.75,-1.19173984,9,1,1
24383,2.75,-1.225338119,7,1,1
24384,2.75,-1.369056324,12,1,0
24385,2.75,-1.403364646,6,1,1
24386,2.75,-1.466974232,8,1,1
24387,2.75,-1.467317275,4,1,1
24389,2.75,-1.494082614,7,1,1
24391,2.75,-1.494082614,7,1,1
24392,2.75,-1.52694656,6,1,1
24393,2.75,-1.631853533,9,1,1
24394,2.75,-1.685853028,9,1,1
24395,2.75,-1.71961326,8,1,1
24396,2.75,-1.7215916480000002,10,1,0
24397,2.75,-1.7215916480000002,10,1,0
24398,2.75,-1.7215916480000002,10,1,0
24399,2.75,-1.7215916480000002,10,1,0
24401,2.75,-2.0114554680000003,9,1,1
24402,2.75,-2.090994428,9,1,0
24403,2.75,-2.136332036,9,1,1
24404,2.75,-2.264706459,5,1,1
24405,2.75,-2.484362237,9,1,1
24406,2.75,-2.488287352,14,1,0
24407,2.75,-2.570063309,5,1,1
24408,2.75,-2.570063309,5,1,1
24411,2.75,-2.681917129,4,1,1
24412,2.75,-2.704146554,9,1,1
24414,2.75,-3.074419488,4,1,1
24415,2.75,-3.138501975,9,1,1
24416,2.75,-3.1404804530000003,13,1,0
24417,2.75,-3.159750812,7,1,1
24418,2.75,-3.5684542460000004,8,1,1
24419,2.75,-3.5684542460000004,8,1,1
24420,2.75,-4.841819927,9,1,1
24422,22.8,3.430520039,18,1,1
24425,22.8,3.221681809,19,1,1
24429,22.8,3.051247361,20,1,1
24432,22.8,3.030924188,19,1,1
24433,22.8,3.030924188,19,1,1
24437,22.8,2.998529815,14,1,1
24440,22.8,2.952950865,19,1,0
24445,22.8,2.815150158,14,1,1
24446,22.8,2.815150158,14,1,1
24451,22.8,2.746505534,18,1,1
24453,22.8,2.670728646,17,1,1
24455,22.8,2.552590738,18,1,1
24456,22.8,2.552590738,18,1,1
24457,22.8,2.546319892,17,1,1
24458,22.8,2.546319892,17,1,1
24464,22.8,2.467872341,19,1,1
24466,22.8,2.434776267,11,1,1
24467,22.8,2.432745901,12,1,1
24468,22.8,2.428419759,11,1,1
24470,22.8,2.287124482,17,1,1
24472,22.8,2.263099895,15,1,1
24473,22.8,2.263099895,15,1,1
24476,22.8,2.196048769,15,1,1
24477,22.8,2.136427953,12,1,1
24480,22.8,2.107015239,18,1,0
24483,22.8,1.970501167,15,1,1
24484,22.8,1.968801505,12,1,1
24485,22.8,1.968801505,12,1,1
24486,22.8,1.968801505,12,1,1
24488,22.8,1.812709011,14,1,1
24489,22.8,1.730177099,4,1,0
24490,22.8,1.730177099,4,1,0
24492,22.8,1.6936817119999998,11,1,1
24499,22.8,1.208205118,16,1,1
24500,22.8,1.208205118,16,1,1
24503,22.8,1.027196577,13,1,1
24505,22.8,0.986957872,4,1,1
24506,22.8,0.986957872,4,1,1
24507,22.8,0.76900996,13,1,1
24508,22.8,0.76900996,13,1,1
24509,22.8,0.717118018,6,1,1
24510,22.8,0.600083768,11,1,1
24511,22.8,0.175574835,5,1,1
24515,22.8,-0.16646461,11,1,1
24516,22.8,-0.16646461,11,1,1
24518,22.8,-0.383426166,16,1,1
24520,22.8,-0.414064076,9,1,1
24521,22.8,-0.414064076,9,1,1
24523,22.8,-0.480511316,9,1,1
24526,22.8,-0.670767132,9,1,1
24527,22.8,-0.775448771,11,1,1
24528,22.8,-0.791411561,12,1,0
24529,22.8,-0.791411561,12,1,0
24531,22.8,-0.8362758309999999,10,1,1
24533,22.8,-1.002867526,16,1,1
24534,22.8,-1.068879057,5,1,1
24535,22.8,-1.068879057,5,1,1
24536,22.8,-1.142480347,9,1,1
24539,22.8,-1.244150817,7,1,1
24540,22.8,-1.318999414,7,1,1
24541,22.8,-1.329425973,3,1,1
24542,22.8,-1.340677969,5,1,1
24543,22.8,-1.391785664,8,1,1
24544,22.8,-1.404539419,16,1,0
24545,22.8,-1.4439964440000002,8,1,1
24546,22.8,-1.4439964440000002,8,1,1
24549,22.8,-1.567838012,14,1,0
24550,22.8,-1.66489727,7,1,1
24551,22.8,-1.66489727,7,1,1
24554,22.8,-1.789692197,10,1,0
24555,22.8,-1.789692197,10,1,0
24557,22.8,-2.192103992,6,1,0
24559,22.8,-2.292586972,10,1,1
24560,22.8,-2.292586972,10,1,1
24561,22.8,-2.292586972,10,1,1
24564,22.8,-2.3757545980000003,9,1,1
24565,22.8,-2.50786591,6,1,1
24566,22.8,-2.50786591,6,1,1
24567,22.8,-2.575174411,3,1,1
24568,22.8,-2.648710113,5,1,0
24569,22.8,-2.653097552,7,1,0
24570,22.8,-2.676777118,9,1,0
24571,22.8,-2.707118652,10,1,1
24573,22.8,-2.920869473,15,1,0
24574,22.8,-2.9500096360000003,4,1,1
24575,22.8,-3.007977875,3,1,1
24576,22.8,-3.044596939,17,1,0
24577,22.8,-3.095649138,8,1,1
24578,22.8,-3.294236584,13,1,1
24580,22.8,-3.382576705,9,1,1
24581,22.8,-3.678263089,13,1,0
24583,22.8,-3.805490001,4,1,1
24585,22.8,-3.865651513,6,1,1
24586,22.8,-4.492113591,11,1,0
24587,22.8,-4.587307035,8,1,0
24588,48.63,3.714636299,14,1,1
24595,48.63,3.390199803,15,1,1
24596,48.63,3.390199803,15,1,1
24598,48.63,3.3406366210000003,12,1,1
24599,48.63,3.269919696,14,1,1
24612,48.63,2.855303832,19,1,1
24614,48.63,2.85500939,19,1,1
24615,48.63,2.849604902,15,1,1
24616,48.63,2.840070444,12,1,1
24620,48.63,2.802276122,19,1,0
24621,48.63,2.763939069,18,1,1
24622,48.63,2.763939069,18,1,1
24623,48.63,2.763708982,12,1,1
24626,48.63,2.708169547,12,1,1
24628,48.63,2.693646316,19,1,1
24629,48.63,2.693646316,19,1,1
24631,48.63,2.631882401,17,1,1
24633,48.63,2.6173855180000003,18,1,1
24634,48.63,2.606200959,11,1,1
24637,48.63,2.606200959,11,1,1
24638,48.63,2.606200959,11,1,1
24644,48.63,2.5060607580000003,14,1,1
24646,48.63,2.5060607580000003,14,1,1
24649,48.63,2.5060607580000003,14,1,1
24652,48.63,2.45828562,13,1,1
24653,48.63,2.412318607,18,1,0
24655,48.63,2.191001469,18,1,1
24659,48.63,2.164904593,17,1,1
24664,48.63,1.88576806,20,1,1
24666,48.63,1.80779729,13,1,1
24667,48.63,1.78936291,17,1,1
24668,48.63,1.78936291,17,1,1
24677,48.63,1.757688102,15,1,1
24680,48.63,1.099993375,13,1,1
24684,48.63,0.366185742,12,1,1
24686,48.63,0.246056408,10,1,1
24687,48.63,0.202947889,7,1,1
24690,48.63,0.202947889,7,1,1
24691,48.63,0.146065841,8,1,0
24692,48.63,0.146065841,8,1,0
24694,48.63,-0.051916585,5,1,1
24696,48.63,-0.108388085,11,1,1
24697,48.63,-0.115224974,8,1,1
24698,48.63,-0.115224974,8,1,1
24699,48.63,-0.115224974,8,1,1
24700,48.63,-0.129256219,12,1,1
24701,48.63,-0.129256219,12,1,1
24702,48.63,-0.368802012,9,1,1
24703,48.63,-0.433166375,10,1,1
24708,48.63,-0.649569674,10,1,1
24709,48.63,-0.649569674,10,1,1
24710,48.63,-0.653591592,10,1,0
24711,48.63,-0.658552961,7,1,1
24712,48.63,-0.731826124,11,1,1
24713,48.63,-0.74036889,9,1,0
24715,48.63,-0.860481087,6,1,0
24716,48.63,-0.951789933,8,1,1
24717,48.63,-0.972638192,7,1,1
24719,48.63,-1.109486565,6,1,1
24720,48.63,-1.11450386,16,1,1
24721,48.63,-1.1683058000000002,16,1,1
24722,48.63,-1.1683058000000002,16,1,1
24723,48.63,-1.220550438,5,1,1
24725,48.63,-1.35179846,11,1,0
24726,48.63,-1.35179846,11,1,0
24727,48.63,-1.442424579,6,1,1
24728,48.63,-1.442424579,6,1,1
24729,48.63,-1.53900754,9,1,1
24730,48.63,-1.53900754,9,1,1
24731,48.63,-1.631266015,6,1,1
24732,48.63,-1.684950688,13,1,1
24735,48.63,-1.7787843490000002,13,1,0
24736,48.63,-1.7787843490000002,13,1,0
24737,48.63,-1.902915088,16,1,1
24739,48.63,-2.016303743,7,1,0
24740,48.63,-2.074863596,7,1,1
24741,48.63,-2.096782672,10,1,1
24742,48.63,-2.115142959,9,1,1
24743,48.63,-2.161825321,13,1,1
24745,48.63,-2.168270536,16,1,0
24746,48.63,-2.220288391,15,1,0
24748,48.63,-2.388692576,10,1,1
24749,48.63,-2.413848776,7,1,1
24750,48.63,-2.425682251,8,1,1
24751,48.63,-2.462795816,12,1,0
24753,48.63,-2.5783225830000003,17,1,0
24754,48.63,-2.712039087,7,1,1
24756,48.63,-2.851677285,10,1,1
24757,48.63,-2.8719731630000003,5,1,0
24758,48.63,-2.966655647,14,1,0
24759,48.63,-2.966655647,14,1,0
24761,48.63,-4.384587699,5,1,1
24762,11.73,-0.027219197,6,0,1
24768,11.73,-0.367949122,7,0,1
24772,11.73,-0.494084439,13,0,0
24773,11.73,-0.494084439,13,0,0
24774,11.73,-0.525900328,7,0,1
24775,11.73,-0.5599236120000001,15,0,1
24777,11.73,-0.5599236120000001,15,0,1
24785,11.73,-0.963706562,13,0,1
24786,11.73,-0.985387039,10,0,0
24787,11.73,-0.987005852,8,0,1
24788,11.73,-0.987005852,8,0,1
24789,11.73,-0.987005852,8,0,1
24790,11.73,-0.987005852,8,0,1
24795,11.73,-1.015394594,19,0,1
24796,11.73,-1.015394594,19,0,1
24797,11.73,-1.071743166,11,0,1
24801,11.73,-1.172452676,7,0,1
24802,11.73,-1.181902449,11,0,1
24803,11.73,-1.222449298,11,0,1
24805,11.73,-1.228252453,19,0,1
24807,11.73,-1.2468975,14,0,1
24809,11.73,-1.256578325,19,0,0
24810,11.73,-1.27358115,8,0,1
24811,11.73,-1.277845106,16,0,1
24812,11.73,-1.278802446,12,0,1
24813,11.73,-1.278802446,12,0,1
24814,11.73,-1.278802446,12,0,1
24815,11.73,-1.328870763,16,0,1
24816,11.73,-1.328870763,16,0,1
24817,11.73,-1.340069857,12,0,1
24818,11.73,-1.348964218,6,0,1
24820,11.73,-1.387672396,17,0,1
24821,11.73,-1.387672396,17,0,1
24822,11.73,-1.387672396,17,0,1
24824,11.73,-1.430828855,20,0,1
24825,11.73,-1.44225836,6,0,0
24827,11.73,-1.459905304,17,0,0
24829,11.73,-1.459905304,17,0,0
24832,11.73,-1.532443781,8,0,0
24833,11.73,-1.532443781,8,0,0
24834,11.73,-1.532443781,8,0,0
24837,11.73,-1.561590042,13,0,1
24838,11.73,-1.561590042,13,0,1
24839,11.73,-1.561590042,13,0,1
24840,11.73,-1.5637441680000002,17,0,1
24842,11.73,-1.5941123430000002,11,0,0
24846,11.73,-1.617735174,13,0,1
24848,11.73,-1.7276233090000002,6,0,1
24849,11.73,-1.739642519,18,0,0
24850,11.73,-1.747383471,11,0,1
24851,11.73,-1.747383471,11,0,1
24852,11.73,-1.750621447,17,0,1
24853,11.73,-1.7792083090000002,16,0,1
24855,11.73,-1.792752931,16,0,1
24859,11.73,-1.891238875,18,0,1
24860,11.73,-1.896096085,9,0,0
24861,11.73,-1.899449378,7,0,1
24862,11.73,-1.899449378,7,0,1
24863,11.73,-1.964871818,8,0,1
24864,11.73,-1.985892264,12,0,1
24865,11.73,-1.990614022,14,0,1
24866,11.73,-1.990614022,14,0,1
24868,11.73,-2.017264008,12,0,1
24869,11.73,-2.021571049,18,0,1
24870,11.73,-2.021571049,18,0,1
24872,11.73,-2.069760416,14,0,1
24873,11.73,-2.132486133,14,0,0
24874,11.73,-2.135904357,11,0,1
24875,11.73,-2.138497907,7,0,1
24878,11.73,-2.226579115,9,0,1
24879,11.73,-2.256615773,9,0,1
24881,11.73,-2.433278676,11,0,1
24882,11.73,-2.442262577,9,0,1
24883,11.73,-2.442262577,9,0,1
24886,11.73,-2.479485677,19,0,1
24887,11.73,-2.517354831,7,0,1
24888,11.73,-2.524646846,7,0,1
24890,11.73,-2.554985324,10,0,1
24892,11.73,-2.646067972,16,0,1
24899,11.73,-2.856758222,12,0,1
24900,11.73,-2.8690403960000004,10,0,1
24901,11.73,-2.8690403960000004,10,0,1
24903,11.73,-2.945919287,18,0,1
24904,11.73,-3.016725237,10,0,1
24905,11.73,-3.0972208460000004,7,0,1
24906,11.73,-3.131533436,7,0,0
24908,11.73,-3.33122015,12,0,1
24911,11.73,-3.447594498,7,0,1
