,Protein Annotation,Day21-ETP,sgRNA_vs_Target,sgRNA_vs_Mutated,Mutated_vs_Target,TID,MatchResult
23397,12.35,-1.408762747,18,5,7,0,1
23398,12.35,-1.421193023,19,20,19,0,0
23399,12.35,-1.4278081740000002,19,20,19,0,0
23400,12.35,-1.433335057,9,4,15,0,1
23401,12.35,-1.436761424,19,20,19,0,0
23402,12.35,-1.439852664,6,6,20,0,1
23403,12.35,-1.448752393,7,6,19,0,1
23404,12.35,-1.448752393,7,6,19,0,1
23405,12.35,-1.4525720880000002,19,20,19,0,0
23406,12.35,-1.4525720880000002,19,6,7,0,1
23407,12.35,-1.4525720880000002,19,6,7,0,1
23408,12.35,-1.467795749,17,5,8,0,1
23409,12.35,-1.468208994,7,5,18,0,1
23410,12.35,-1.47846666,12,4,12,0,1
23411,12.35,-1.527411061,19,20,19,0,0
23412,12.35,-1.527441758,11,7,14,0,1
23413,12.35,-1.534442121,8,5,17,0,1
23414,12.35,-1.5735283080000002,19,20,19,0,0
23415,12.35,-1.6106689280000002,10,5,15,0,1
23416,12.35,-1.64939528,19,20,19,0,0
23417,12.35,-1.662144359,19,20,19,0,0
23418,41.98,0.461339591,20,20,20,0,1
23419,12.35,-1.6808873080000002,16,6,10,0,1
23420,92.03,-1.341084812,20,20,20,1,1
23421,12.35,-1.6808873080000002,16,6,10,0,1
23422,12.35,-1.822101998,13,5,12,0,1
23423,12.35,-1.887670541,12,4,12,0,1
23424,12.35,-1.898320973,9,6,17,0,1
23425,12.35,-1.898320973,9,6,17,0,1
23426,12.35,-1.927863791,19,20,19,0,0
23427,12.35,-1.952111888,11,6,15,0,1
23428,12.35,-1.952111888,11,6,15,0,1
23429,12.35,-2.069739738,19,20,19,0,0
23430,12.35,-2.074541461,19,20,19,0,0
23431,12.35,-2.105246808,19,20,19,0,0
23432,12.35,-2.13227329,12,6,14,0,1
23433,12.35,-2.13227329,12,6,14,0,1
23434,12.35,-2.181958818,18,5,7,0,1
23435,12.35,-2.204785009,11,5,14,0,1
23436,12.35,-2.225698494,13,5,12,0,1
23437,12.35,-2.289337669,15,5,10,0,1
23438,12.35,-2.323069053,11,5,14,0,1
23439,12.35,-2.367951987,19,20,19,0,0
23440,12.35,-2.368506402,10,5,15,0,1
23441,12.35,-2.413392549,19,20,19,0,0
23442,12.35,-2.541347899,19,20,19,0,0
23443,12.35,-2.541916629,19,20,19,0,0
23444,12.35,-2.559621624,19,20,19,0,0
23445,12.35,-2.57586143,19,20,19,0,0
23446,12.35,-2.595767678,9,4,15,0,1
23447,12.35,-2.59881329,12,4,12,0,1
23448,12.35,-2.712312272,19,20,19,0,0
23449,12.35,-2.737872034,19,20,19,0,0
23450,12.35,-2.737872034,19,6,6,0,1
23451,12.35,-2.760853079,16,4,8,0,1
23452,12.35,-2.928383692,19,20,19,0,0
23453,12.35,-2.92922987,19,20,19,0,0
23454,87.09,-1.344215057,20,20,20,1,1
23455,12.35,-2.943538513,19,20,19,0,0
23456,12.35,-3.026674491,6,6,19,0,1
23457,12.35,-3.03923017,19,20,19,0,0
23458,12.35,-3.147080843,12,6,13,0,1
23459,12.35,-3.154625972,19,20,19,0,0
23460,12.35,-3.180792469,19,20,19,0,0
23461,12.35,-3.310041365,19,20,19,0,0
23462,12.35,-3.326342062,19,20,19,0,0
23463,7.14,-1.344801524,20,20,20,1,1
23464,12.35,-3.399039888,19,20,19,0,0
23465,12.35,-3.689080964,14,5,11,0,1
23466,12.35,-3.788966215,16,4,8,0,1
23467,12.35,-3.873327112,19,20,19,0,0
23468,12.35,-3.914636271,19,20,19,0,0
23469,12.35,-3.938922792,19,20,19,0,0
23470,12.35,-4.0271906,10,6,16,0,1
23471,12.35,-4.0271906,10,6,16,0,1
23472,12.35,-4.0271906,10,6,16,0,1
23473,12.35,-4.0271906,10,6,16,0,1
23474,12.35,-4.038948361,10,5,15,0,1
23475,12.35,-4.038948361,10,5,15,0,1
23476,12.35,-4.038948361,10,5,15,0,1
23477,12.35,-4.10601708,12,5,13,0,1
23478,12.35,-4.106783077,13,5,12,0,1
23479,12.35,-4.106783077,13,5,12,0,1
23480,12.35,-4.106783077,13,5,12,0,1
23481,12.35,-4.27673282,14,6,12,0,1
23482,12.35,-4.27673282,14,6,12,0,1
23483,12.35,-4.286926477,12,5,13,0,1
23484,12.35,-4.350682355,19,20,19,0,0
23485,12.35,-4.491555046,15,6,11,0,1
23486,12.35,-4.491555046,15,6,11,0,1
23487,12.35,-4.503148128,9,5,16,0,1
23488,30.22,3.774382642,14,3,9,1,1
23489,30.22,3.593079358,19,20,19,1,0
23490,30.22,3.561435373,16,4,8,1,1
23491,30.22,3.561435373,16,4,8,1,1
23492,30.22,3.5117358210000003,19,20,19,1,0
23493,30.22,3.5117358210000003,19,4,5,1,1
23494,30.22,3.5117358210000003,19,4,5,1,1
23495,30.22,3.499020155,19,20,19,1,0
23496,30.22,3.465248804,19,20,19,1,0
23497,30.22,3.421426911,14,4,10,1,1
23498,30.22,3.421426911,14,4,10,1,1
23499,30.22,3.414523382,18,3,5,1,1
23500,30.22,3.370363259,19,20,19,1,0
23501,30.22,3.336314973,19,20,19,1,0
23502,30.22,3.3033828080000003,19,20,19,1,0
23503,30.22,3.292210402,19,20,19,1,0
23504,30.22,3.27039668,19,20,19,1,0
23505,30.22,3.27039668,19,3,4,1,1
23506,30.22,3.155779129,19,20,19,1,0
23507,30.22,3.125999547,19,20,19,1,0
23508,30.22,3.099737807,19,20,19,1,0
23509,30.22,3.094931884,19,20,19,1,0
23510,30.22,3.083382695,12,3,11,1,1
23511,30.22,3.055531034,19,20,19,1,0
23512,30.22,3.046103619,19,20,19,1,0
23513,30.22,3.036712222,12,3,11,1,1
23514,30.22,3.013191393,19,20,19,1,0
23515,30.22,2.990101352,12,4,12,1,1
23516,30.22,2.990101352,12,4,12,1,1
23517,30.22,2.965614904,19,20,19,1,0
23518,30.22,2.929071067,4,4,20,1,1
23519,30.22,2.929071067,4,4,20,1,1
23520,30.22,2.913682159,17,3,6,1,1
23521,30.22,2.899157118,18,3,5,1,1
23522,30.22,2.896634084,19,20,19,1,0
23523,30.22,2.875038155,19,20,19,1,0
23524,30.22,2.85836681,19,20,19,1,0
23525,30.22,2.851028539,19,20,19,1,0
23526,30.22,2.835840269,11,4,13,1,1
23527,30.22,2.835840269,11,4,13,1,1
23528,30.22,2.818855317,17,3,6,1,1
23529,30.22,2.816817832,19,20,19,1,0
23530,30.22,2.815952753,20,4,4,1,1
23531,30.22,2.8063049,19,20,19,1,0
23532,30.22,2.77038443,18,4,5,1,1
23533,41.98,-1.084365581,20,20,20,0,1
23534,30.22,2.7501862160000003,19,20,19,1,0
23535,30.22,2.728160842,15,4,9,1,1
23536,30.22,2.728160842,15,4,9,1,1
23537,30.22,2.720759731,19,20,19,1,0
23538,30.22,2.710057667,11,3,12,1,1
23539,30.22,2.70654433,19,20,19,1,0
23540,30.22,2.699622771,19,20,19,1,0
23541,30.22,2.683662132,19,20,19,1,0
23542,30.22,2.672031279,17,4,7,1,1
23543,30.22,2.672031279,17,4,7,1,1
23544,30.22,2.667554647,19,20,19,1,0
23545,30.22,2.66225751,19,20,19,1,0
23546,30.22,2.655718804,19,20,19,1,0
23547,30.22,2.6488762230000003,19,20,19,1,0
23548,30.22,2.602374064,19,20,19,1,0
23549,30.22,2.562406545,19,20,19,1,0
23550,30.22,2.550911796,19,20,19,1,0
23551,30.22,2.545576919,19,20,19,1,0
23552,30.22,2.539291032,11,4,12,1,1
23553,30.22,2.50945014,19,20,19,1,0
23554,30.22,2.50945014,19,3,4,1,1
23555,30.22,2.486852964,19,20,19,1,0
23556,30.22,2.481971358,19,20,19,1,0
23557,30.22,2.46340981,18,4,6,1,1
23558,30.22,2.46340981,18,4,6,1,1
23559,30.22,2.460008575,4,3,19,1,1
23560,30.22,2.460008575,4,3,19,1,1
23561,30.22,2.4037075,19,20,19,1,0
23562,30.22,2.341079732,19,20,19,1,0
23563,30.22,2.316758865,11,3,12,1,1
23564,30.22,2.279282907,19,20,19,1,0
23565,30.22,2.279282907,19,4,4,1,1
23566,19.78,-1.351750924,20,20,20,1,1
23567,30.22,2.255800023,19,20,19,1,0
23568,30.22,2.189000702,19,20,19,1,0
23569,30.22,2.160046911,14,3,9,1,1
23570,30.22,2.148947432,19,20,19,1,0
23571,30.22,1.986854008,19,20,19,1,0
23572,30.22,1.97900682,19,20,19,1,0
23573,30.22,1.972057315,19,20,19,1,0
23574,30.22,1.943335167,19,20,19,1,0
23575,30.22,1.934830288,5,5,18,1,1
23576,15.93,-1.352205048,20,20,20,1,1
23577,30.22,1.880138521,19,20,19,1,0
23578,30.22,1.879247817,19,20,19,1,0
23579,30.22,1.870044297,16,3,7,1,1
23580,30.22,1.7360459469999998,19,20,19,1,0
23581,30.22,1.711906655,19,20,19,1,0
23582,41.98,-1.307435516,20,20,20,0,1
23583,30.22,0.948887536,15,3,8,1,1
23584,30.22,0.630024386,8,4,16,1,1
23585,30.22,0.630024386,8,4,16,1,1
23586,30.22,0.630024386,8,4,16,1,1
23587,30.22,0.544899992,19,20,19,1,0
23588,30.22,0.408035161,15,3,8,1,1
23589,30.22,0.378600926,13,4,11,1,1
23590,30.22,0.378600926,13,4,11,1,1
23591,30.22,0.286343997,7,3,16,1,1
23592,30.22,0.210932605,3,2,19,1,1
23593,30.22,0.188504535,19,20,19,1,0
23594,30.22,0.06416490700000001,10,3,13,1,1
23595,30.22,-0.312610804,4,3,19,1,1
23596,30.22,-0.33132899,8,3,15,1,1
23597,30.22,-0.35665971,8,3,15,1,1
23598,30.22,-0.35665971,8,3,15,1,1
23599,30.22,-0.368483395,10,3,13,1,1
23600,30.22,-0.391182961,5,2,17,1,1
23601,30.22,-0.452452212,5,2,17,1,1
23602,87.91,-1.354339572,20,20,20,1,1
23603,30.22,-0.456188701,5,2,17,1,1
23604,30.22,-0.478754103,12,5,11,1,1
23605,30.22,-0.6161035,5,3,18,1,1
23606,30.22,-0.8488385629999999,8,3,15,1,1
23607,30.22,-0.946736311,7,2,15,1,1
23608,30.22,-0.979510879,19,20,19,1,0
23609,30.22,-1.021074102,19,20,19,1,0
23610,30.22,-1.121129232,19,20,19,1,0
23611,30.22,-1.124805932,9,3,14,1,1
23612,30.22,-1.222148951,7,4,17,1,1
23613,30.22,-1.222148951,7,4,17,1,1
23614,30.22,-1.223612478,3,2,19,1,1
23615,30.22,-1.255687827,9,4,15,1,1
23616,30.22,-1.255687827,9,4,15,1,1
23617,30.22,-1.265974112,7,3,16,1,1
23618,30.22,-1.433326584,16,3,7,1,1
23619,30.22,-1.497886109,6,4,18,1,1
23620,30.22,-1.497886109,6,4,18,1,1
23621,30.22,-1.497886109,6,4,18,1,1
23622,30.22,-1.502369319,7,4,16,1,1
23623,30.22,-1.527817671,10,4,14,1,1
23624,30.22,-1.527817671,10,4,14,1,1
23625,30.22,-1.571931472,7,2,15,1,1
23626,30.22,-1.5893123130000002,17,4,6,1,1
23627,30.22,-1.6414241019999998,5,3,18,1,1
23628,30.22,-1.689849252,10,4,13,1,1
23629,30.22,-1.966117978,13,4,10,1,1
23630,30.22,-2.020893144,15,4,8,1,1
23631,30.22,-2.30335548,3,2,19,1,1
23632,30.22,-2.8001140060000003,9,5,14,1,1
23633,30.22,-2.8301844710000004,5,4,19,1,1
23634,30.22,-2.8301844710000004,5,4,19,1,1
23635,30.22,-2.95806865,9,3,14,1,1
23636,30.22,-3.21094613,4,3,19,1,1
23637,30.22,-3.292008965,6,3,17,1,1
23638,30.22,-3.4454158560000003,13,3,10,1,1
23639,30.22,-3.700826213,7,2,15,1,1
23640,30.22,-3.731432358,16,4,7,1,1
23641,30.22,-3.821991283,6,3,17,1,1
23642,30.22,-4.210972807,6,3,17,1,1
23643,30.22,-4.210972807,6,3,17,1,1
23644,2.75,3.233657347,19,20,19,1,0
23645,2.75,2.994330119,19,20,19,1,0
23646,2.75,2.85433149,19,20,19,1,0
23647,2.75,2.719461046,19,20,19,1,0
23648,2.75,2.691459034,13,5,12,1,1
23649,2.75,2.691459034,13,5,12,1,1
23650,2.75,2.691459034,13,5,12,1,1
23651,2.75,2.683696711,19,20,19,1,0
23652,2.75,2.675603741,19,20,19,1,0
23653,2.75,2.587207549,19,20,19,1,0
23654,2.75,2.5003306430000003,19,20,19,1,0
23655,2.75,2.386227247,19,20,19,1,0
23656,2.75,2.350580797,13,4,11,1,1
23657,2.75,2.318212907,18,3,5,1,1
23658,2.75,2.317217147,19,20,19,1,0
23659,2.75,2.255128475,19,20,19,1,0
23660,2.75,2.252337364,15,4,9,1,1
23661,2.75,2.237024449,19,20,19,1,0
23662,2.75,2.237024449,19,4,5,1,1
23663,2.75,2.219161781,19,20,19,1,0
23664,2.75,2.146377593,19,20,19,1,0
23665,2.75,2.146377593,19,5,6,1,1
23666,2.75,2.146377593,19,5,6,1,1
23667,2.75,2.146377593,19,5,6,1,1
23668,2.75,2.131057301,15,5,10,1,1
23669,2.75,2.131057301,15,5,10,1,1
23670,2.75,2.033394126,19,20,19,1,0
23671,2.75,2.010330301,19,20,19,1,0
23672,2.75,1.997719847,20,5,5,1,1
23673,2.75,1.996435156,19,20,19,1,0
23674,2.75,1.988283775,5,5,20,1,1
23675,2.75,1.919048004,15,4,9,1,1
23676,2.75,1.8994725,19,20,19,1,0
23677,18.96,-1.360122005,20,20,20,1,1
23678,2.75,1.843164277,19,20,19,1,0
23679,2.75,1.837208656,19,20,19,1,0
23680,2.75,1.802279973,19,20,19,1,0
23681,2.75,1.758461139,19,20,19,1,0
23682,2.75,1.755715233,19,20,19,1,0
23683,2.75,1.737491794,19,20,19,1,0
23684,2.75,1.6995199559999998,19,20,19,1,0
23685,2.75,1.6606052690000002,19,20,19,1,0
23686,2.75,1.45590163,19,20,19,1,0
23687,2.75,1.392407629,19,20,19,1,0
23688,2.75,1.301012532,19,20,19,1,0
23689,2.75,1.11163586,7,5,18,1,1
23690,2.75,1.11163586,7,5,18,1,1
23691,2.75,1.087873316,19,20,19,1,0
23692,2.75,1.058446405,19,20,19,1,0
23693,2.75,0.939939521,14,5,11,1,1
23694,2.75,0.939939521,14,5,11,1,1
23695,2.75,0.8276042659999999,16,4,8,1,1
23696,2.75,0.620403467,19,20,19,1,0
23697,2.75,0.44227035,12,4,12,1,1
23698,2.75,0.424822819,16,4,8,1,1
23699,2.75,0.339104619,19,20,19,1,0
23700,2.75,0.335672449,19,20,19,1,0
23701,2.75,0.242456049,12,5,13,1,1
23702,2.75,0.242456049,12,5,13,1,1
23703,2.75,0.162921044,14,4,10,1,1
23704,2.75,0.151311244,19,20,19,1,0
23705,2.75,0.130744281,19,20,19,1,0
23706,2.75,0.127160244,19,20,19,1,0
23707,2.75,0.027775745,7,4,17,1,1
23708,2.75,-0.06766555099999999,12,5,12,1,1
23709,2.75,-0.077445063,19,20,19,1,0
23710,2.75,-0.17221827399999998,14,4,10,1,1
23711,2.75,-0.236991423,8,6,16,1,1
23712,2.75,-0.361497818,19,20,19,1,0
23713,2.75,-0.412246982,9,5,16,1,1
23714,2.75,-0.412246982,9,5,16,1,1
23715,2.75,-0.474856066,19,20,19,1,0
23716,2.75,-0.50747233,7,5,17,1,1
23717,10.16,-1.363774095,20,20,20,1,1
23718,2.75,-0.5648847339999999,11,4,13,1,1
23719,2.75,-0.5695019570000001,19,20,19,1,0
23720,2.75,-0.601280329,19,20,19,1,0
23721,2.75,-0.6053373870000001,9,3,14,1,1
23722,2.75,-0.63012587,9,3,14,1,1
23723,2.75,-0.638175242,17,5,8,1,1
23724,2.75,-0.638175242,17,5,8,1,1
23725,2.75,-0.6757198459999999,18,4,6,1,1
23726,2.75,-0.7075948440000001,9,3,14,1,1
23727,2.75,-0.7128782709999999,19,20,19,1,0
23728,2.75,-0.74956798,19,20,19,1,0
23729,2.75,-0.782766965,14,6,10,1,1
23730,2.75,-0.797584382,19,20,19,1,0
23731,2.75,-0.804570005,7,4,17,1,1
23732,41.98,-1.868576134,20,20,20,0,1
23733,2.75,-0.807072364,13,4,11,1,1
23734,2.75,-0.873068444,15,5,9,1,1
23735,2.75,-0.901569347,5,4,19,1,1
23736,2.75,-0.932039286,11,5,14,1,1
23737,2.75,-0.932039286,11,5,14,1,1
23738,2.75,-0.986112915,5,4,19,1,1
23739,2.75,-0.994652287,19,20,19,1,0
23740,2.75,-1.044644879,17,4,7,1,1
23741,2.75,-1.111220459,10,4,14,1,1
23742,2.75,-1.11352708,19,20,19,1,0
23743,75.27,-1.366453105,20,20,20,1,1
23744,2.75,-1.114136708,19,20,19,1,0
23745,2.75,-1.114136708,19,4,5,1,1
23746,2.75,-1.114136708,19,4,5,1,1
23747,2.75,-1.156555192,9,4,15,1,1
23748,2.75,-1.183936767,12,4,12,1,1
23749,2.75,-1.188898383,6,4,18,1,1
23750,2.75,-1.252948166,19,20,19,1,0
23751,2.75,-1.261714078,13,4,11,1,1
23752,2.75,-1.261714078,13,4,11,1,1
23753,2.75,-1.270103561,9,6,15,1,1
23754,2.75,-1.347363513,19,20,19,1,0
23755,2.75,-1.406495038,18,6,6,1,1
23756,2.75,-1.5252566090000002,10,4,14,1,1
23757,2.75,-1.5252566090000002,10,4,14,1,1
23758,2.75,-1.5252566090000002,10,4,14,1,1
23759,2.75,-1.604543495,19,20,19,1,0
23760,2.75,-1.6393198080000002,8,4,16,1,1
23761,2.75,-1.679784542,19,20,19,1,0
23762,2.75,-1.765066402,6,5,19,1,1
23763,2.75,-1.765066402,6,5,19,1,1
23764,2.75,-1.80183388,16,6,8,1,1
23765,2.75,-1.919810292,11,4,13,1,1
23766,2.75,-1.984662092,18,5,7,1,1
23767,2.75,-1.984662092,18,5,7,1,1
23768,2.75,-2.134535602,9,4,15,1,1
23769,2.75,-2.394026976,6,4,18,1,1
23770,2.75,-2.42794796,19,20,19,1,0
23771,2.75,-2.466538172,9,3,14,1,1
23772,2.75,-2.705349532,9,3,14,1,1
23773,2.75,-2.761048657,10,5,15,1,1
23774,2.75,-2.761048657,10,5,15,1,1
23775,2.75,-2.761048657,10,5,15,1,1
23776,2.75,-2.761048657,10,5,15,1,1
23777,2.75,-2.849523302,6,5,18,1,1
23778,2.75,-3.028613408,8,5,17,1,1
23779,2.75,-3.028613408,8,5,17,1,1
23780,2.75,-3.1625292760000003,11,5,13,1,1
23781,41.98,-2.014656456,20,20,20,0,1
23782,2.75,-3.2686572,5,5,19,1,1
23783,2.75,-3.331224994,10,4,14,1,1
23784,26.1,-1.369710291,20,20,20,1,1
23785,2.75,-3.53832057,19,20,19,1,0
23786,2.75,-3.811585468,17,4,7,1,1
23787,2.75,-4.051571601,19,20,19,1,0
23788,2.75,-4.1737536460000015,18,4,6,1,1
23789,2.75,-4.342412681,17,5,7,1,1
23790,2.75,-4.361724652,9,3,14,1,1
23791,2.75,-5.1057665530000005,8,4,16,1,1
23792,55.49,3.532630937,19,20,19,1,0
23793,55.49,3.4410607110000004,19,20,19,1,0
23794,55.49,3.401028143,19,20,19,1,0
23795,55.49,3.372535598,19,20,19,1,0
23796,55.49,3.350220938,19,20,19,1,0
23797,55.49,3.3253447780000003,19,20,19,1,0
23798,55.49,3.322805154,14,7,13,1,1
23799,55.49,3.27018764,19,20,19,1,0
23800,55.49,3.263472904,17,8,11,1,1
23801,55.49,3.263472904,17,8,11,1,1
23802,55.49,3.256319196,19,20,19,1,0
23803,55.49,3.197417992,19,20,19,1,0
23804,55.49,3.182470449,19,20,19,1,0
23805,55.49,3.1798233760000003,16,7,11,1,1
23806,55.49,3.175688832,16,8,12,1,1
23807,55.49,3.175688832,16,8,12,1,1
23808,55.49,3.175688832,16,8,12,1,1
23809,55.49,3.174239875,19,20,19,1,0
23810,55.49,3.174239875,19,7,8,1,1
23811,55.49,3.15579165,19,20,19,1,0
23812,55.49,3.154295974,14,8,14,1,1
23813,55.49,3.154295974,14,8,14,1,1
23814,55.49,3.154295974,14,8,14,1,1
23815,55.49,3.143533664,19,20,19,1,0
23816,55.49,3.138859692,15,7,12,1,1
23817,55.49,3.117220799,19,20,19,1,0
23818,55.49,3.117220799,19,7,8,1,1
23819,55.49,3.063613285,19,20,19,1,0
23820,55.49,3.056792241,15,6,11,1,1
23821,55.49,3.046163254,15,6,11,1,1
23822,55.49,2.999397658,18,6,8,1,1
23823,55.49,2.9721407460000004,19,20,19,1,0
23824,55.49,2.963990841,19,20,19,1,0
23825,55.49,2.963990841,19,7,8,1,1
23826,55.49,2.963990841,19,7,8,1,1
23827,55.49,2.866269207,15,7,12,1,1
23828,55.49,2.855874338,19,20,19,1,0
23829,55.49,2.8318339960000003,19,20,19,1,0
23830,55.49,2.828131559,13,6,13,1,1
23831,55.49,2.809347545,18,6,8,1,1
23832,55.49,2.808106735,19,20,19,1,0
23833,55.49,2.800526529,13,6,13,1,1
23834,55.49,2.703063319,19,20,19,1,0
23835,55.49,2.688754774,15,6,11,1,1
23836,55.49,2.63749374,19,20,19,1,0
23837,55.49,2.623051347,19,20,19,1,0
23838,55.49,2.611727912,8,8,19,1,1
23839,55.49,2.608154331,19,20,19,1,0
23840,55.49,2.605144203,19,20,19,1,0
23841,55.49,2.596106335,18,7,9,1,1
23842,55.49,2.584815295,16,7,11,1,1
23843,55.49,2.540589739,18,8,10,1,1
23844,55.49,2.540589739,18,8,10,1,1
23845,27.2,-1.374787255,20,20,20,1,1
23846,55.49,2.524960793,19,20,19,1,0
23847,55.49,2.524960793,19,8,9,1,1
23848,55.49,2.524960793,19,8,9,1,1
23849,55.49,2.524960793,19,8,9,1,1
23850,55.49,2.478491672,15,8,13,1,1
23851,55.49,2.478491672,15,8,13,1,1
23852,55.49,2.470183082,19,20,19,1,0
23853,55.49,2.464297912,19,20,19,1,0
23854,55.49,2.4302857,19,20,19,1,0
23855,55.49,2.367605725,14,7,13,1,1
23856,55.49,2.2941815830000003,19,20,19,1,0
23857,55.49,2.11753153,19,20,19,1,0
23858,41.98,-4.159123639,20,20,20,0,1
23859,55.49,2.070270202,19,20,19,1,0
23860,55.49,2.059523929,20,8,8,1,1
23861,55.49,1.610219759,19,20,19,1,0
23862,55.49,1.604007776,19,20,19,1,0
23863,55.49,1.316412011,19,20,19,1,0
23864,55.49,1.215943977,19,20,19,1,0
23865,55.49,0.977432301,17,7,10,1,1
23866,55.49,0.970083083,19,20,19,1,0
23867,55.49,0.6933423390000001,13,8,15,1,1
23868,55.49,0.6933423390000001,13,8,15,1,1
23869,55.49,0.682428327,19,20,19,1,0
23870,55.49,0.097773496,11,6,15,1,1
23871,55.49,-0.010032276,16,7,11,1,1
23872,55.49,-0.010032276,16,7,11,1,1
23873,55.49,-0.102880951,19,20,19,1,0
23874,55.49,-0.197171662,19,20,19,1,0
23875,55.49,-0.35018836600000003,19,20,19,1,0
23876,55.49,-0.42394543,17,7,10,1,1
23877,55.49,-0.425056406,19,20,19,1,0
23878,71.7,-1.376683469,20,20,20,1,1
23879,55.49,-0.483218098,19,20,19,1,0
23880,55.49,-0.543647035,11,6,15,1,1
23881,55.49,-0.554998467,15,8,12,1,1
23882,55.49,-0.573373633,9,9,18,1,1
23883,55.49,-0.6552418170000001,8,8,20,1,1
23884,55.49,-0.6935266,11,6,15,1,1
23885,55.49,-0.713800254,13,7,14,1,1
23886,55.49,-0.731404952,12,8,16,1,1
23887,55.49,-0.731404952,12,8,16,1,1
23888,55.49,-0.731404952,12,8,16,1,1
23889,55.49,-0.731404952,12,8,16,1,1
23890,55.49,-0.731404952,12,8,16,1,1
23891,55.49,-0.824373343,19,20,19,1,0
23892,55.49,-0.8818657129999999,10,7,17,1,1
23893,55.49,-0.895276622,11,6,15,1,1
23894,55.49,-0.996498785,11,6,15,1,1
23895,55.49,-1.042837126,19,20,19,1,0
23896,55.49,-1.102448536,19,20,19,1,0
23897,55.49,-1.187587781,19,20,19,1,0
23898,55.49,-1.205840444,12,7,15,1,1
23899,55.49,-1.210789088,19,20,19,1,0
23900,55.49,-1.265142262,19,20,19,1,0
23901,55.49,-1.283584751,19,20,19,1,0
23902,55.49,-1.313837059,10,6,16,1,1
23903,55.49,-1.343775613,12,7,15,1,1
23904,55.49,-1.439419664,19,20,19,1,0
23905,55.49,-1.471589073,11,7,16,1,1
23906,55.49,-1.471589073,11,7,16,1,1
23907,55.49,-1.7186101809999998,19,20,19,1,0
23908,55.49,-1.739659706,11,8,17,1,1
23909,55.49,-1.739659706,11,8,17,1,1
23910,55.49,-1.739659706,11,8,17,1,1
23911,55.49,-1.7496187230000002,19,20,19,1,0
23912,55.49,-1.86458516,18,8,9,1,1
23913,55.49,-1.904965034,19,20,19,1,0
23914,55.49,-2.01614985,10,8,17,1,1
23915,55.49,-2.048176893,8,7,19,1,1
23916,55.49,-2.06463985,11,6,15,1,1
23917,55.49,-2.377131452,11,7,16,1,1
23918,55.49,-2.381860854,13,7,14,1,1
23919,55.49,-2.4058059,12,7,15,1,1
23920,55.49,-2.4058059,12,7,15,1,1
23921,55.49,-2.4058059,12,7,15,1,1
23922,55.49,-2.4058059,12,7,15,1,1
23923,55.49,-2.447321138,10,7,17,1,1
23924,55.49,-2.5102541030000003,19,20,19,1,0
23925,55.49,-2.606075396,11,7,16,1,1
23926,55.49,-2.728026368,9,7,18,1,1
23927,55.49,-2.785615252,19,20,19,1,0
23928,55.49,-2.8452964960000005,10,8,18,1,1
23929,55.49,-2.8452964960000005,10,8,18,1,1
23930,42.59,-0.3139017,20,20,20,0,1
23931,12.64,-1.382074635,20,20,20,1,1
23932,55.49,-2.93174258,17,9,10,1,1
23933,55.49,-2.961140754,19,20,19,1,0
23934,55.49,-3.0641788360000004,11,6,15,1,1
23935,55.49,-3.466109272,10,6,16,1,1
23936,55.49,-3.669459098,14,7,13,1,1
23937,55.49,-3.669459098,14,7,13,1,1
23938,55.49,-3.698116242,19,20,19,1,0
23939,37.36,-1.3837391209999998,20,20,20,1,1
23940,55.49,-3.705103728,11,6,15,1,1
23941,55.49,-3.767379395,8,7,19,1,1
23942,55.49,-3.940371722,9,8,19,1,1
23943,55.49,-3.940371722,9,8,19,1,1
23944,55.49,-4.27977679,11,6,15,1,1
23945,55.49,-4.369012874,9,7,18,1,1
23946,17.31,-1.384295782,20,20,20,1,1
23947,55.49,-4.454183515,13,8,14,1,1
23948,55.49,-4.454688316,10,6,16,1,1
23949,26.65,3.092478705,16,9,13,1,1
23950,26.65,3.092478705,16,9,13,1,1
23951,26.65,3.092478705,16,9,13,1,1
23952,26.65,2.970435391,19,20,19,1,0
23953,26.65,2.961284304,19,20,19,1,0
23954,26.65,2.861431758,19,20,19,1,0
23955,72.25,-1.384800736,20,20,20,1,1
23956,26.65,2.809564237,18,7,9,1,1
23957,26.65,2.769883865,19,20,19,1,0
23958,26.65,2.669739814,19,20,19,1,0
23959,26.65,2.646131239,19,20,19,1,0
23960,26.65,2.64017456,16,8,12,1,1
23961,26.65,2.628661161,18,9,11,1,1
23962,26.65,2.628661161,18,9,11,1,1
23963,26.65,2.578539138,19,20,19,1,0
23964,26.65,2.578539138,19,8,9,1,1
23965,26.65,2.57605456,14,7,13,1,1
23966,26.65,2.558375031,14,7,13,1,1
23967,26.65,2.548801841,19,20,19,1,0
23968,26.65,2.543331856,19,20,19,1,0
23969,26.65,2.50313443,18,8,10,1,1
23970,26.65,2.501288284,19,20,19,1,0
23971,26.65,2.494765865,15,9,14,1,1
23972,26.65,2.494765865,15,9,14,1,1
23973,26.65,2.494765865,15,9,14,1,1
23974,26.65,2.494765865,15,9,14,1,1
23975,26.65,2.494765865,15,9,14,1,1
23976,26.65,2.37353663,19,20,19,1,0
23977,84.34,-1.3866774569999998,20,20,20,1,1
23978,26.65,2.365707167,16,7,11,1,1
23979,42.59,-0.538143954,20,20,20,0,1
23980,26.65,2.360104759,19,20,19,1,0
